row_id,Moisture_T30,Moisture_T15
192,-5.912413326023431,-5.245955056385043
193,-6.506362332181259,-5.613679149549824
194,-6.088371755748106,-5.556516056051102
195,-6.512437841164403,-6.325726303290587
196,-6.272860859828844,-7.606355870127921
197,-5.478584598340762,-5.724911545246231
198,-6.010788249085442,-5.440795129585439
199,-8.80805707789429,-9.808595192007564
200,-4.63198988030101,-4.474601994025493
201,-5.599385135508658,-5.988698356670227
202,-5.601657620118056,-5.362873581625669
203,-5.465828195575593,-5.923149564277827
204,-6.384764826390537,-6.951547800536515
205,-7.117383813145397,-7.2859118366765685
206,-7.816312752584759,-7.160133571781312
207,-6.1575065743298545,-6.919904994927617
208,-5.661792751103178,-5.512039197961087
209,-5.101935418859274,-4.501854447738987
210,-6.957298986501042,-6.55016401985419
211,-5.4654676813248955,-5.175023195237465
212,-4.157028211138016,-4.311587788455142
213,-4.44417629593338,-6.0991179698496545
214,-6.77359919021395,-7.077952881950996
215,-4.888909937511311,-4.116987901268756
216,-7.57582970716102,-4.619690010082051
217,-6.348144544397467,-7.127209467555755
218,-4.434575458122023,-4.182015008623843
219,-6.397398207233415,-6.453082247072002
220,-5.3589928683958785,-5.443707320838865
221,-7.40740542045542,-8.303684439654994
222,-6.188708385771223,-5.695829175847681
223,-5.392067978137261,-5.959619837221323
224,-5.7918525513691534,-6.637817935218221
225,-5.551250275351555,-6.124496217651718
226,-4.451449046751913,-4.434611768604125
227,-8.567843817255234,-9.719229238315815
228,-5.692037308276098,-3.8103970701748935
229,-5.74873282870098,-5.598172015795049
230,-5.3382127386800375,-4.801399896759889
231,-7.768319844351719,-8.258348611517356
232,-9.890092201733683,-9.319233410454274
233,-6.644847114941399,-7.034449181177427
234,-6.628902341100355,-6.132886357587534
235,-9.529584664306558,-9.72453390767221
236,-5.889912740352519,-6.079810251566908
237,-6.1656686127953435,-4.591566642266111
238,-6.891513590457874,-6.24167461820217
239,-6.779533588737845,-5.350938814154297
240,-6.487023073811107,-7.044367408368316
241,-5.345460413235614,-5.82570503126622
242,-8.999791875925613,-9.409193755602532
243,-6.808253196595097,-7.987914447508633
244,-7.337892135178994,-6.565815054521087
245,-5.541134128803746,-4.983857975480172
246,-5.665622737237757,-5.246750174936551
