row_id,X,Y,ObsDate,Week,Presence,Source
417,36.8558333330001,0.827222222000046,2020-04-11,10,0,tgb_swarm
418,37.38041,5.17569,2021-05-10,10,0,tgb_no_locust
419,37.7536111110001,4.985,2020-02-12,10,0,tgb_swarm
420,38.7469444440001,3.81416666700005,2020-01-22,10,0,tgb_swarm
421,38.2366666670001,4.18277777800006,2020-02-25,10,0,tgb_swarm
422,37.55,1.01666666700004,2020-01-13,10,0,tgb_swarm
423,37.9166666670001,1.06666666700005,2020-02-06,10,0,tgb_swarm
424,37.82629,4.87299,2021-11-25,10,0,tgb_no_locust
425,37.85043,5.44102,2021-11-26,10,0,tgb_no_locust
426,38.32585,4.36763,2020-03-11,10,0,tgb_no_locust
427,37.04766,4.9028,2021-11-23,10,0,tgb_no_locust
428,36.20875,1.83032,2020-06-05,10,0,tgb_no_locust
429,37.7333333330001,1.05,2020-02-07,10,0,tgb_swarm
430,38.1702777780001,5.01944444400004,2020-03-04,10,0,tgb_adult
431,37.28546,4.77109,2021-05-10,10,0,tgb_no_locust
432,37.30788,1.18243,2020-06-03,10,0,tgb_no_locust
433,36.9291666670001,1.44666666700004,2020-05-04,10,0,tgb_swarm
434,37.1,5.31666666700005,2020-03-29,10,0,tgb_band
435,36.99629,1.99913,2020-06-07,10,0,tgb_no_locust
436,38.2175,4.69611111100005,2020-03-14,10,0,tgb_adult
437,38.9283333330001,4.13777777800004,2020-02-24,10,0,tgb_hopper
438,37.033333333,0.6,2020-02-12,10,0,tgb_swarm
439,38.2486111110001,4.99861111100006,2020-03-13,10,0,tgb_adult
440,37.7302777780001,4.22916666700007,2020-02-10,10,0,tgb_swarm
441,38.69447,3.00182,2020-06-08,10,0,tgb_no_locust
442,37.10321,4.97812,2021-11-25,10,0,tgb_no_locust
443,37.60487,0.42264,2021-02-23,10,0,tgb_no_locust
444,37.29552,5.21351,2021-05-14,10,0,tgb_no_locust
445,37.231663,5.850692,2022-07-11,10,0,tgb_no_locust
446,37.53852,5.52288,2021-11-25,10,0,tgb_no_locust
447,37.066666667,5.03333333300003,2020-04-13,10,0,tgb_swarm
448,37.77684,5.24998,2021-11-25,10,0,tgb_no_locust
449,36.60883,5.09314,2021-05-14,10,0,tgb_no_locust
450,36.816666667,1.83333333300004,2020-01-30,10,0,tgb_swarm
451,38.9125,5.94405,2021-11-29,10,0,tgb_no_locust
452,38.05108,2.40752,2020-06-03,10,0,tgb_no_locust
453,38.1961111110001,4.51222222200005,2020-01-20,10,0,tgb_swarm
454,36.816666667,1.23333333300008,2020-04-07,10,0,tgb_swarm
455,36.37432,5.01113,2020-03-11,10,0,tgb_no_locust
456,37.454444444,1.83583333300004,2020-04-28,10,0,tgb_swarm
457,37.00373,2.1046,2020-06-03,10,0,tgb_no_locust
458,36.204444444,2.77638888900003,2020-05-03,10,0,tgb_swarm
459,37.339722222,3.0475,2020-02-28,10,0,tgb_band
460,38.9836111110001,1.11638888900006,2020-04-06,10,0,tgb_swarm
461,36.473611111,0.855833333000021,2020-04-16,10,0,tgb_swarm
462,36.216666667,5.61666666700006,2020-04-13,10,0,tgb_band
