row_id,Moisture_T30,Moisture_T15
704,-6.726870004,-7.174626512
705,-8.152597593,-8.024723429
706,-4.473573216,-5.703714242
707,-11.16572803,-11.80352147
708,-6.67805903,-5.955576553
709,-7.045185138,-5.741090119
710,-5.434906664,-3.84757516
711,-5.924317197,-6.771685674
712,-6.797222372,-6.774383713
713,-5.164954446,-4.53584677
714,-6.202312232,-5.288462243
715,-4.509668298,-5.545047863
716,-10.73967772,-9.143699636
717,-5.807046191,-6.168881735
718,-7.326072858,-7.776929365
719,-4.859275435,-5.759957577
720,-6.589781147,-5.360251264
721,-5.632253521,-5.91983312
722,-8.19624432,-7.457100211
723,-5.275649239,-5.986356768
724,-6.805089981,-5.165376123
725,-9.04451594,-8.848604782
726,-6.852039403,-6.765600853
727,-10.11063105,-9.802201276
728,-8.764703696,-8.319580179
729,-4.789149886,-5.320211506
730,-3.767423385,-5.467074211
731,-4.447282381,0.25812396
732,-4.633793908,-4.824075923
733,-6.677124136,-7.110089431
734,-7.09601751,-5.845461892
735,-5.128570331,-5.981583892
736,-5.526933407,-5.418909886
737,-5.76397738,-5.403271126
738,-7.901038845,-6.9349173
739,-5.447465447,-4.722506295
740,-6.027881975,-4.741238518
741,-5.269720136,-4.155418104
742,-9.668696617,-6.846020104
743,-5.501820546,-6.002000553
744,-6.251051158,-5.38829801
745,-4.641810716,-5.386847589
746,-6.679529193,-6.844183275
747,-6.052149769,
748,-7.815750314,-6.512162582
749,-9.852756538,-8.560980997
750,-4.887114376,-3.976475221
751,-5.688809587,-5.590836037
752,-4.768927526,-6.226503725
753,-4.851611643,-5.23497908
754,-6.400804504,-5.461979234
755,-6.644603588,
756,-6.300353483,-5.932445927
757,-4.141981302,-5.82008536
758,-7.041276801,-6.921804916
759,-6.663539878,
760,-6.694092195,
761,-4.590619664,-6.627033638
762,-5.578901745,-5.646068381
763,-6.0433897,-6.000702936
764,-9.215663596,-8.907966118
765,-7.821935161,-6.840748861
766,-6.981889185,-7.430143138
767,-5.575876453,-5.191650435
768,-4.845191476,-5.375721163
769,-7.765923901,-6.382816819
770,-7.414090953,-7.484815217
771,-5.990370955,-5.040445577
772,-5.602750417,-5.502606918
773,-8.858375039,-8.549993961
774,-7.31383946,-6.807307162
775,-6.105784262,-5.303280178
776,-9.06849833,-10.76204804
777,-4.395614495,-5.796550679
778,-6.490650281,-6.993168278
779,-5.355365358,-5.470214711
780,-5.921638156,-5.141055806
781,-8.879673653,-9.233085934
782,-7.357779817,-6.211765384
783,-8.546302739,-8.426507611
784,-5.852816796,-4.693929994
785,-6.364492069,-6.077285149
786,-6.155080519,-6.717617826
787,-6.081100426,-5.394267111
788,-5.901322139,-3.69973023
789,-7.383427064,-6.943505151
790,-5.304422127,-5.591129591
791,-6.223488951,-4.753357977
792,-5.873289087,-4.819734695
793,-6.772867335,-6.240591768
794,-8.325377173,-8.497549738
795,-6.888559848,-6.293180383
796,-6.12913082,-6.453943154
797,-9.229621838,-8.638940656
798,-6.826148234,-5.676830693
799,-6.134346932,-3.231552592
800,-5.175680038,-5.842174398
801,-8.242407255,-8.681163262
802,-5.283672869,-4.355926875
803,-5.549241196,
804,-6.015721109,-5.461292668
805,-6.037622465,-6.910229955
806,-4.848028847,-4.11299281
807,-6.238312608,-4.315805958
808,-6.811544842,-5.926002443
809,-5.404571715,-6.373237868
810,-6.195834125,-5.026148915
811,-6.495458824,-6.214916892
812,-5.429805781,-5.667922645
813,-4.99699336,-6.418228898
814,-9.08151545,-8.553214216
815,-5.096076255,-4.941184939
816,-6.718199781,-7.50734501
817,-9.57483469,-8.557690224
818,-8.199756006,-8.872363445
819,-11.02579124,-9.416278743
